Date,Car_ID,Duration_min,Distance_km,Revenue,Fuel_cost
2025-01-01,5,71.93675592440269,42.02271498919486,2301.135749459743,211.41353012401987
2025-01-01,6,54.93911979939757,33.8263993685633,1891.319968428165,160.2572196265863
2025-01-01,6,75.68421689867678,43.37942713981376,2368.971356990688,218.44902100033963
2025-01-01,16,146.72694562245093,56.46499575093203,3023.2497875466015,293.3815480580854
2025-01-01,3,112.4973356260599,50.74313632041782,2737.156816020891,254.3293213079003
2025-01-01,19,72.52988790313535,31.17172744176961,1758.5863720884806,152.66578016777697
2025-01-01,7,169.5604481415612,60.20553455148074,3210.276727574037,277.7566394853918
2025-01-01,10,57.56036857300067,35.8911454538773,1994.557272693865,181.4369476276749
2025-01-01,17,54.90562799857453,23.184483890214285,1359.2241945107141,125.20590544672557
2025-01-01,9,61.01377317771001,39.377008427976364,2168.850421398818,210.91602678425818
2025-01-01,1,120.93522161545748,37.788355843019595,2089.41779215098,204.00248671388516
2025-01-02,20,110.81329253701502,59.613036917519274,3180.6518458759638,326.301724374585
2025-01-02,18,41.53332848388728,23.087153732891355,1354.3576866445678,118.94412162403712
2025-01-02,9,44.027666691761986,14.904666931812464,945.2333465906232,69.73629411394435
2025-01-02,8,155.12186273153935,88.05257688201903,4602.628844100951,404.484900665174
2025-01-02,19,119.99488200067273,51.81434378417892,2790.717189208946,283.885238115344
2025-01-02,19,162.18768160422368,98.58253136416654,5129.126568208327,493.1726281345855
2025-01-02,15,96.26541948011254,41.76625141981942,2288.312570990971,199.67494047062883
2025-01-02,3,141.81141236054097,59.09043702760154,3154.521851380077,293.6761933346555
2025-01-03,14,165.952624386374,61.103654915826155,3255.1827457913078,331.6901042215339
2025-01-03,17,106.20621952785584,66.3569790526253,3517.848952631265,303.60615566830626
2025-01-03,1,67.29213085078581,26.82856983038241,1541.4284915191206,145.84425796733927
2025-01-03,3,109.06009306474522,41.72093075213656,2286.046537606828,229.0501565057007
2025-01-03,2,56.937002096506895,22.838404374448366,1341.9202187224182,122.15508364188756
2025-01-03,9,130.90987385787304,54.4256546759496,2921.28273379748,288.96545679797435
2025-01-03,3,57.27414569308558,25.616950344789583,1480.8475172394792,115.40909692377889
2025-01-03,4,146.7187045295179,87.21249106236394,4560.624553118197,461.85927085132846
2025-01-03,12,161.29182957685887,56.991603865810404,3049.58019329052,281.4515609206023
2025-01-03,19,91.82367299185593,43.18553770920555,2359.2768854602773,219.85037174558087
2025-01-03,17,21.16245114362038,12.137892550043409,806.8946275021705,56.16276332511735
2025-01-03,1,151.59838562495213,76.21244917395511,4010.6224586977555,377.8053191713047
2025-01-04,6,23.52748399282027,12.204845808509901,810.2422904254951,62.70153979981383
2025-01-04,20,36.90299467009002,26.306890872435567,1515.3445436217783,119.46136760797448
2025-01-04,19,87.43028441642996,25.462641535337642,1473.1320767668822,139.09345841652447
2025-01-04,9,128.60248362628545,52.896096192093374,2844.8048096046687,261.4311389590637
2025-01-04,16,45.17288952270571,30.74186921278031,1737.0934606390153,154.222620226052
2025-01-04,5,115.93392312866813,49.32415024604238,2666.207512302119,239.51672599247172
2025-01-04,5,34.82716688793096,13.03438127117229,851.7190635586145,59.88199380471302
2025-01-04,14,176.61923722254892,55.831236651618894,2991.5618325809446,293.8601446844429
2025-01-04,7,72.14021297975113,37.33067613765235,2066.5338068826172,169.782114754159
2025-01-05,5,161.30226390417783,54.651027445369145,2932.5513722684573,296.942876795517
2025-01-05,1,103.99727898601031,61.08104893095441,3254.0524465477206,332.5186094729876
2025-01-05,2,19.3743662393676,12.044514752092056,802.2257376046027,61.131623609288326
2025-01-05,18,109.605561875869,46.36234753236024,2518.117376618012,246.67733646883627
2025-01-05,12,78.70693523712775,59.795718340548376,3189.7859170274187,280.78820408190484
2025-01-05,13,50.40720475188173,18.873670554466543,1143.6835277233272,96.60023762711211
2025-01-05,17,123.19423483782245,61.02382919899788,3251.191459949894,295.39344694345846
2025-01-05,19,61.50603783761099,24.728680040771454,1436.4340020385728,126.83198660542325
2025-01-05,4,83.9610952330705,56.123401431452194,3006.1700715726097,276.3219361312487
2025-01-05,3,178.4333484301111,79.7181835937992,4185.909179689959,420.62605712113213
2025-01-05,5,54.36848186540613,33.36500529018258,1868.250264509129,158.09127429109313
2025-01-06,17,103.16403313254297,49.19149530426534,2659.574765213267,236.002848158453
2025-01-06,19,79.21827699113692,31.020498805132803,1751.02494025664,142.42400287126642
2025-01-06,7,172.8721460458653,95.94672438759254,4997.3362193796265,479.0644566464093
2025-01-06,16,88.99351112642276,35.7333162157901,1986.6658107895048,184.83123762301122
2025-01-06,4,171.1220995754789,85.89658938616641,4494.829469308321,466.49828737660135
2025-01-06,7,179.3286549350043,69.10027767665007,3655.0138838325033,348.67418085138837
2025-01-06,11,34.316057710554965,14.441952611542899,922.097630577145,73.91706272595631
2025-01-06,6,28.877623008974577,13.575200740117591,878.7600370058796,72.2453186156807
2025-01-06,2,28.42254880591346,12.278614047253605,813.9307023626802,59.84928986288911
2025-01-06,1,160.25939482533877,76.83693853495055,4041.8469267475275,391.24514205161785
2025-01-06,4,77.0828316126011,30.92605007637697,1746.3025038188484,156.43646313388757
2025-01-06,10,164.54847354063145,60.76882062908638,3238.441031454319,274.1496404332463
2025-01-06,20,34.60495618423187,13.660015983631393,883.0007991815696,71.6610569016133
2025-01-06,13,54.18856776325754,25.06657016216318,1453.328508108159,114.8773668607952
2025-01-07,1,51.89331335570969,27.332602655045683,1566.6301327522842,149.5060245416474
2025-01-07,15,162.03861376018173,98.78642257054648,5139.321128527324,451.829000195665
2025-01-07,3,129.74283531259684,40.30025090679145,2215.012545339572,190.08859047487442
2025-01-07,15,89.99927568668258,50.47305347151216,2723.652673575608,272.61293707159797
2025-01-07,11,61.358926282718,46.119035307091615,2505.951765354581,228.5501087515513
2025-01-07,8,42.99718414276831,22.548387673249767,1327.4193836624884,106.64022618598571
2025-01-07,5,175.77514326491746,125.59995956479312,6479.997978239656,632.5334999772232
2025-01-08,1,82.84910894391074,40.20777462121439,2210.3887310607197,186.2900632933595
2025-01-08,3,150.7186450823229,106.80139544362594,5540.069772181297,546.1198784085843
2025-01-08,2,28.653489305825513,18.29417053949203,1114.7085269746015,85.33927351170558
2025-01-08,1,143.3043768163122,84.44120896404318,4422.060448202159,411.7977344236224
2025-01-08,17,153.32423627733775,72.50455535812469,3825.2277679062345,346.09375729366377
2025-01-08,16,27.43424495815628,15.682841294666268,984.1420647333134,82.33351709510004
2025-01-08,3,106.64623142443352,74.07296748039944,3903.648374019972,396.26425720125167
2025-01-08,17,54.77899733438925,19.8160480683307,1190.802403416535,94.61631480325244
2025-01-08,4,52.72606290807135,30.769009477621626,1738.4504738810813,149.48085471498052
2025-01-08,8,18.660482434999768,9.230153009784617,661.5076504892309,49.2093746052803
2025-01-08,18,155.6099475525591,82.459519431026,4322.9759715513,443.3562722223018
2025-01-09,17,37.11251269435572,14.025746258585857,901.2873129292929,71.81616253269729
2025-01-09,2,147.8323701406947,98.18135491444512,5109.067745722256,538.079255907682
2025-01-09,18,112.33641833101446,50.829382619058826,2741.469130952941,274.69005001653625
2025-01-09,20,105.3286406383534,59.30470386548977,3165.2351932744887,284.5415644323231
2025-01-09,10,157.29001194321296,87.7838499358161,4589.192496790804,476.3667537507333
2025-01-09,10,141.87142731704057,41.26322685054202,2263.1613425271007,211.30096661385386
2025-01-09,2,69.24401569743885,33.7823620004002,1889.11810002001,154.58347141452293
2025-01-09,16,40.06394442952857,16.065641283259104,1003.2820641629552,75.21740596719152
2025-01-09,3,159.26240480097883,95.6628532790935,4983.142663954675,488.06569718304877
2025-01-09,19,21.74332168396901,7.721848296718747,586.0924148359373,36.11516544174812
2025-01-09,6,34.90491873159913,14.99964628578246,949.982314289123,72.96232735431332
2025-01-09,14,69.46641969617565,25.611205433899638,1480.5602716949818,127.57313798329868
2025-01-10,15,99.4234072352981,36.46143752818064,2023.071876409032,164.17108719626128
2025-01-10,4,148.02321116585512,75.37559094069229,3968.7795470346146,354.96998819265394
2025-01-10,14,117.01203730249884,52.59296919092242,2829.6484595461206,275.98007737952946
2025-01-10,14,39.37695016452741,15.986373535170014,999.3186767585007,85.43822492927647
2025-01-10,11,102.79872506877709,37.140582761293345,2057.029138064667,186.9143380906867
2025-01-10,15,32.30341247785935,16.3305007670054,1016.52503835027,82.69708581930217
2025-01-10,17,49.888921154429866,18.71818098207889,1135.9090491039447,100.90086522972295
2025-01-10,20,93.20504033604176,44.60707767057778,2430.353883528889,222.1246055799708
2025-01-10,4,103.62257940006039,60.1919557101437,3209.597785507185,296.84623298416426
2025-01-11,19,77.49748328196274,40.07264903075736,2203.6324515378683,204.67326782818225
